Name,Town,MIDAS Number,Latitude,Longitude,Elevation,Notes,Name Change
Mayfield Pond,Mayfield Twp,0260,45.0981874198,-69.6835665548,927, , 
Mc Clusky Lake,T14 R5 WELS,1660,46.9238905207,-68.42577131500001,711, , 
McAvoy Pond,Benedicta Twp,9613,45.7610383167,-68.415511337,480, , 
McClure Pond,Searsport,5524,44.4823168776,-68.9638313124,226,Mcclures Pond, 
McCurdy Pond,Bremen,5712,44.0118507239,-69.4524690925,77, , 
McDougal Pond,T6 R15 WELS,4022,46.1639938323,-69.68645059550001,1125, , 
McGann Bog Pond,Bucksport,8551,44.6862773955,-68.6981262409,170, , 
McGee Pug Pond,T30 MD BPP,7329,44.8882051605,-67.9318973753,347, , 
McGilvry Pond,T8 R6 WELS,3082,46.3568663864,-68.49259457140001,799,Mcgilvrey Pond, 
McGooseley Pond,T4 R15 WELS,4032,46.0061734098,-69.61837980599999,1210,Russell Pond, 
McGowan Pond,T11 R8 WELS,1962,46.6572172841,-68.7939633869,988, , 
McGrath Pond,Oakland,5348,44.5556962471,-69.76612723149999,277,"Salmon Pond, Salmon Lake", 
McIntire Pond,New Sharon,5328,44.5820521129,-69.9599316473,956, , 
McKeen Lake,T14 R10 WELS,1476,46.90214843840001,-69.073104251,1070,McKeen Pond, 
McKenna Pond,T3 R11 WELS,0688,45.9094314139,-69.10224986500001,1148, , 
McKenney Pond,Holeb Twp,2650,45.60526297480001,-70.4858234546,1341, , 
McKenney Pond #1,Upper Enchanted Twp,0154,45.4562632804,-70.20246577570001,1630,McKenney Ponds, 
McKenney Pond #2,Upper Enchanted Twp,7540,45.45879522509999,-70.19984977590001,1640,McKenney Ponds, 
McLean Lake,Saint Francis,1550,47.1062106183,-68.8704058094,1025, , 
McLellan Pond,Elliottsville Twp,0364,45.3487062953,-69.5186817993,1274, , 
McPherson Lake,Mars Hill,1836,46.5120683905,-67.84150658900001,445, , 
McPherson Pond,T10 R10 WELS,1992,46.5534043845,-68.9831375855,1138, , 
Meacham Pond,Bowdoin,5256,44.0960632111,-69.94260518580001,270,missing 24k lake/pond data - this feature is in the rivers layer, 
Meadow Brook Pond,East Machias,1372,44.7225434778,-67.4166843821,40,Named changed from unammed pond on 2/22/06 per IF&W request,Yes - unnamed pond to local name
Meadow Pond,Islesboro,5530,44.3566912028,-68.89924556840001,61, , 
Meadow Pond,Monson,0876,45.3450532544,-69.4658041964,760, , 
Meadowbrook Pond,TC R2 WELS,1024,46.3461661184,-67.9331612557,475, , 
Meddybemps Lake,Baring Plt,0177,45.0757315364,-67.3819734282,173, , 
Medomak Pond,Waldoboro,5692,44.1961193177,-69.37167354499999,127, , 
Medunkenuk Lake,T2 R9 NWP,2132,45.5446447657,-68.5738829567,446, , 
Meduxnekeag Lake,Linneus,1736,46.09560293100001,-68.0304967319,484,"Meduxnekeag Pond, Drew Lake, Drews Lake", 
Meetinghouse Pond,Phippsburg,5232,43.7599263416,-69.83316707189999,70, , 
Megunticook Lake,Lincolnville,4852,44.2568394119,-69.1064056318,141,"Canaan Pond, Lincolnville Pond", 
Mercer Bog,Mercer,7366,44.661254996,-69.92837685640001,285,Bog Stream Pond, 
Merrill Cemetery Pond,Pownal,8448,43.8733780134,-70.16402030720001,115,IF&W Alt Name = Hospital Pond,Yes - unnamed pond to local name
Merrill Pond (East),Lee,2244,45.3585094828,-68.285448488,390,Part of / connected to the larger Merrill Pond, 
Merrill Pond (West),Lee,2244,45.35389049839999,-68.2976703291,395, , 
Merrill Quarry Pond,Brownville,6578,45.3134540457,-69.0508890358,470, ,Yes - unnamed pond to local name
Merrit Pond,Deblois,1206,44.7663424926,-67.96205079870001,247, , 
Merrymeeting Club Pond,Topsham,0043,43.9205131565,-69.9320813611,20, ,Yes - unnamed pond to local name
Messalonskee Lake,Sidney,5280,44.4791828118,-69.7891694864,234, , 
Messer Pond,T5 R8 WELS,4244,46.04752286820001,-68.7766966974,677, , 
Metallak Pond,Township C,3326,44.8180413488,-70.8143798288,1868,"Mattallak Pond, Metallic Pond", 
Mic-Mac Pond,Deblois,6026,44.729128075,-67.9408378064,212, , 
Midday Pond,Elliottsville Twp,0890,45.3782439671,-69.4167758401,1332, , 
Middle Allen Pond,T34 MD BPP,4502,44.950147055,-68.1465947608,455, , 
Middle Bean Pond,Rainbow Twp,0648,45.8190115784,-69.18881292960001,1060, , 
Middle Branch Pond,Waterboro,3936,43.5562420221,-70.7753168112,419, , 
Middle Branch Pond,Ebeemee Twp,0912,45.49100463069999,-69.0866651411,1183, , 
Middle Brook Pond,T9 R9 WELS,9800,46.445712931,-68.88779773420001,1235, , 
Middle Carry Pond,Carrying Place Town Twp,0046,45.170652891,-70.0610208551,1229, , 
MIddle Chain Pond,Oqiton Twp,4734,45.2189406692,-68.07773272430001,330, , 
Middle Deadwater,Kossuth Twp,1099,45.4248220949,-67.9449498362,485,missing 24k lake/pond data - this feature is in the rivers layer, 
Middle Elbow Pond,T10 R10 WELS,1950,46.5261456976,-69.07196043979999,1124, , 
Middle Fowler Pond,T5 R9 WELS,4220,46.121773751,-68.843691326,990, , 
Middle Grenier Pond,T4 R5 NBKP,2564,45.9685804476,-70.258388201,1800, , 
Middle Jo-Mary Lake,T4 Indian Purchase Twp,0986,45.6452102811,-68.947193515,494,Jo-Mary Lake, 
Middle Lead Mtn Pond,T28 MD BPP,4484,44.856753754,-68.1622788415,338, , 
Middle Oxhead Pond,T40 MD BPP,4770,45.0855212408,-68.235669785,359, , 
Middle Pistol Lake,Oqiton Twp,4750,45.1910975276,-68.15752980390001,419, , 
Middle Pond,Hiram,3154,43.919436211,-70.7514226309,498, , 
Middle Pond,York,5592,43.1874415478,-70.6893911415,225, , 
Middle Pond Kezar,Waterford,3201,44.207514569,-70.8104191115,572,Five Kezar Ponds, 
Middle Range Pond,Poland,3762,44.0266579724,-70.3794845466,306, , 
Middle Range Pond,Poland,3762,44.0399301306,-70.38057082829999,307,Part of / connected to Middle Range Pond, 
Middle Russell Pond,T9 R14 WELS,2958,46.42027999169999,-69.51173999,1182,Middle Elbow Pond, 
Middle Sandy River Pond,Sandy River Plt,3566,44.8973519228,-70.5552810722,1702,"Sandy River Pond #2, Sandy River Ponds", 
Middle Springy Pond,Clifton,4544,44.764092864,-68.4917913533,277,"Spectacle Pond, Springy Pond", 
Middle Unknown Lake,Oqiton Twp,4742,45.1795781522,-68.0659115958,359, , 
Midnight Pond,T6 R12 WELS,2708,46.1378602314,-69.2417624104,1077, , 
Midway Pond,Sandy River Plt,3544,44.9312299055,-70.54184038210001,2705, , 
Mild Pond,Falmouth,0529,43.7092679363,-70.2530346799,15, ,Existing name - not on USGS maps or in GNIS
Mile Pond,T8 R14 WELS,2982,46.3573955065,-69.58104569859999,1261, , 
Mill Brook Pond,Bowerbank,0930,45.3224504773,-69.24332306780001,633, , 
Mill Field Reservoir,Southwest Harbor,4629,44.2971982475,-68.3637596331,205,Midas number added per request of ANP staff - 1/5/05,Yes - unnamed pond to local name
Mill Pond,New Vineyard,0020,44.8003947462,-70.1253700619,608, , 
Mill Pond,Lee,2246,45.36901986379999,-68.2732717854,362,Merrill Pond, 
Mill Pond,Somerville,0371,44.3053585286,-69.4487278349,280, , 
Mill Pond,Windham,3726,43.8397358835,-70.425909229,270, , 
Mill Pond,Franklin,4379,44.5953753202,-68.2601261106,45, , 
Mill Pond,Deer Isle,0049,44.2211174038,-68.68144088770001,5,looks like this pond should be considered as salt water, 
Mill Pond,Readfield,5308,44.3720044603,-69.9235993513,260, , 
Mill Pond,Phippsburg,5866,43.7876614801,-69.8029890932,5,looks like this pond should be considered as salt water, 
Mill Pond,Sanford,6793,43.4693706218,-70.8003533821,355, , 
Mill Pond,Pleasant Ridge Plt,7114,45.1074771888,-69.9845719631,1180,feature drawn from DOQ data,Yes - unnamed pond to local name
Mill Pond,Searsport,7651,44.4582657958,-68.9287948188,30, , 
Mill Pond,Mount Vernon,8117,44.5053006946,-69.9928284635,335, , 
Mill Pond,Litchfield,8151,44.1441004559,-69.93638869580001,235, , 
Mill Pond,Sullivan,8409,44.5208076947,-68.195817956,45, , 
Mill Pond,Sedgwick,8447,44.2987859389,-68.6618909147,110, , 
Mill Pond,Waterford,8450,44.206432432,-70.6836800148,535,Mc Wain Pond Mill Pond,Yes - unnamed pond to local name
Mill Pond,Caribou,9593,46.8575811542,-68.0163583387,420,Collins Pond, 
Mill Pond,Steuben,9839,44.5810845923,-68.0102625775,159, , 
Mill Privilege Lake,Pukakon Twp,4704,45.3427716596,-68.0180185766,316, , 
Miller Bog,Cedar Lake Twp,7964,45.4507214088,-68.789673205,465, , 
Milliken Mills Pond,Old Orchard Beach,6859,43.5433993925,-70.3946887008,30, ,Yes - unnamed pond to local name
Milliken Pond,Old Orchard Beach,5640,43.5206699646,-70.3831801377,50, , 
Millimagassett Lake,T7 R8 WELS,3004,46.2857762227,-68.7727620254,725, , 
Millinocket Disposal Pond,Millinocket,6502,45.6367240759,-68.6863377735,365, ,Yes - unnamed pond to local name
Millinocket Lake,T1 R8 WELS,2020,45.75929948579999,-68.79399034710001,478, , 
Millinocket Lake,T7 R9 WELS,4156,46.30186050180001,-68.87765236280001,754,Millinocket Lake, 
Millpond,Cooper,0051,45.0007508936,-67.46636428780001,375, , 
Milo Pond,Milo,0949,45.26832938560001,-68.9933481059,0, , 
Milton Pond,Lebanon,0155,43.4202502133,-70.9804673994,413,same feature as midas #3874 (Town House Pond) on 1:24K USGS map, 
Mine Pond,Porter,3164,43.8094307716,-70.97962383869999,510, , 
Mink Marsh Pond,T11 R10 WELS,1982,46.5723743974,-68.9939565091,1235, , 
Mink Pond,T14 R10 WELS,1478,46.8842688582,-69.02909194030001,1244, , 
Mink Pond,T2 R9 WELS,2086,45.83870461860001,-68.8826979089,650, , 
Mink Pond #1,Moscow,0194,45.1310081048,-69.8952129229,1265,Mink Ponds, 
Mink Pond #2,Moscow,0198,45.13356256989999,-69.89275749140001,1270,Mink Ponds, 
Minnehonk Lake,Mount Vernon,5812,44.4956000503,-69.9892155244,329,Minnehonk Pond, 
Minnow Pond,Guilford,0770,45.1893403452,-69.31111003149999,455, , 
Mirror Lake,Rockport,4814,44.1984116235,-69.148641437,375,Oyster River Pond, 
Mirror Pond,Big Moose Twp,9614,45.4898145719,-69.7022505683,2415, , 
Misery Pond,Misery Twp,5800,45.53544245969999,-69.9451591623,1274, , 
Mitchell Pond,Dedham,4304,44.6625847297,-68.6280415736,590, , 
Mitchell Pond,T7 R9 WELS,9757,46.2350286324,-68.8355259062,818, , 
Mixer Pond,Knox,4874,44.4724332193,-69.1651149801,369, , 
Moccasin Pond,T14 R8 WELS,1590,46.86282637130001,-68.72046915839999,939, , 
Molasses Pond,Eastbrook,4448,44.6780455361,-68.2161048522,210, , 
Mollidgewock Pond,Upton,3100,44.6746383866,-71.02138299710001,1667, , 
Molunkus Lake,Molunkus Twp,3038,45.6678976597,-68.31138769819999,355, , 
Moneymaker Lake,Robbinston,1438,45.09446579810001,-67.1687317766,233, , 
Monkey Pond,TA R11 WELS,0526,45.6550345389,-69.18798749769999,1456, , 
Monmouth Fish Game Pd,Monmouth,3821,44.2535599743,-70.06275566399999,310,Named changed from unammed pond on 2/28/06 per IF&W request,Yes - unnamed pond to local name
Monroe Lake,T43 MD BPP,1126,45.08601189,-67.79456958900001,262, , 
Monson Lake,Littleton,1054,46.19310728199999,-67.8569877275,445, , 
Monson Pond,Fort Fairfield,1820,46.6958737022,-67.8035712513,558, , 
Monson Pond,Monson,0380,45.3113831735,-69.49001939910001,616, , 
Montegail Pond,T19 MD BPP,1196,44.7561548918,-67.771316277,212, , 
Moody Pond,Lincolnville,4838,44.2935855208,-69.1437324426,348, , 
Moody Pond,Waterboro,5028,43.5625920007,-70.7388581519,492, , 
Moody Pond,Windsor,5438,44.286264047,-69.618516141,305, , 
Moore Bog Pond,Big Moose Twp,0320,45.4833542634,-69.7424767677,1690,feature drawn from DOQ data, 
Moore Pond,Bradstreet Twp,5096,45.4897149227,-70.25362622199999,1203, , 
Moores Bog,Caratunk,0212,45.23106750110001,-69.9572051852,1010, , 
Moores Pond,Monson,0382,45.33150885169999,-69.50023453279999,868, , 
Moores Pond,Lexington Twp,0054,45.0378617737,-70.0555224811,481, , 
Moose & Deer Pond,Sandy River Plt,3548,44.9196457577,-70.51371291709999,2749, , 
Moose Bog,Bowmantown Twp,7688,45.25958082860001,-71.044742171,1870,dam must have gone out - only a few small ponds and a stream are left, 
Moose Hill Pond,Livermore Falls,5790,44.4668612062,-70.13301819509999,466, , 
Moose Pond,Bowtown Twp,0118,45.2931094384,-70.0264577003,1186, , 
Moose Pond,T12 R8 WELS,1576,46.7447684719,-68.72402833229999,970, , 
Moose Pond,T6 R7 WELS,2176,46.1934048138,-68.6362635198,765, , 
Moose Pond,T3 R8 WELS,2302,45.8836931908,-68.7113022269,1002, , 
Moose Pond,Skinner Twp,2319,45.5026518502,-70.58777102569999,1700,Wing Pond, 
Moose Pond,Hartland,2590,44.9305029461,-69.5233509349,245,"Great Moose Pond, Moose Pond", 
Moose Pond,Bridgton,3134,44.0417106725,-70.7959922105,418, , 
Moose Pond,Lovell,3202,44.2120534083,-70.9420184815,515, , 
Moose Pond,Otisfield,3438,44.1277575573,-70.5664429543,522, , 
Moose Pond,West Paris,3496,44.3388982453,-70.5186087005,528, , 
Moose Pond,Acton,3926,43.5882417762,-70.9334518121,579, , 
Moose Pond,T7 R10 WELS,4156,46.28053245929999,-68.9550561434,754,Part of / connected to Millinocket Lake, 
Moose Pond,Mount Vernon,5268,44.4755542159,-69.9656625281,401, , 
Moose Pond,T2 R10 WELS,0588,45.7765050119,-69.0713396789,970, , 
Moose Pond,T5 R12 WELS,0662,46.081284894,-69.3422556573,942,Part of Chesuncook Lake, 
Moose Pond,Elliottsville Twp,0902,45.37635263839999,-69.4807438635,908, , 
Moose Pond,T1 R9 WELS,0968,45.7346414892,-68.9179066108,515, , 
Moosehead Lake, ,0390,45.6638424073,-69.6943379391,1029, , 
Moosehead Lake,Piscataquis County Island,0390,45.8225762004,-69.6906848246,1029,North Bay, 
Mooseleuk Lake,T10 R9 WELS,1990,46.510005295,-68.9079103264,853, , 
Mooselookmeguntic Lake,Richardsontown Twp,3302,44.9140114691,-70.80486368,1467,"Mooselocmaguntic Lake, Mooselookmeguntick Lake", 
Mopang Lake,Devereaux Twp,1172,44.9197287988,-68.00472237370001,338, , 
Morancy Meadow Pond,T7 SD BPP,8369,44.5141928252,-68.09777151190001,97,Morancy Pond, 
Morancy Pond,Sullivan,4394,44.5111703651,-68.1118528136,89, , 
Morgridge Pond,Island Falls,9483,46.0082339219,-68.2391070602,435, , 
Morrell Pond,T7 R8 WELS,4262,46.2151873096,-68.80256775860001,770, , 
Morrill Pond,Hartland,2592,44.833930026,-69.5176122915,295, , 
Morrison Pond,Otis,4364,44.7346430268,-68.4668470387,250, , 
Morse Pond,Bingham,0186,45.07338387600001,-69.8119484898,1185,Moss Pond, 
Mose Holden Pond,Dennistown Plt,9740,45.6926285133,-70.2855562812,1310,Holden Pond, 
Mosher Pond,Industry,5188,44.7463042493,-70.108605262,838, , 
Mosher Pond,Fayette,5650,44.4791143653,-70.1050502988,364,Lane's Pond, 
Mosquito Brook Pond,T14 R7 WELS,1604,46.88096342,-68.56970979400001,788, , 
Mosquito Pond,The Forks Plt,4052,45.2997101974,-69.859807093,1118, , 
Mosquito Pond,Albany Twp,6765,44.2990079248,-70.79945443939999,950, , 
Mother Bush Pond,Blue Hill,8557,44.3760234654,-68.5779412526,195, , 
Moulton Pond,Dedham,4308,44.671137653,-68.6405492226,474, , 
Mount Blue Pond,Avon,2344,44.7650090339,-70.335564136,1173,Mt Blue Pond, 
Mountain Brook Pond,Bowdoin College Grant West Twp,0414,45.522787918,-69.3997063799,1530, , 
Mountain Catcher Pond,T6 R8 WELS,4258,46.2008031309,-68.8178807696,666, , 
Mountain Dimmock Pond,Caratunk,0238,45.204817706,-69.8750945996,2030, , 
Mountain Pond,T10 R10 WELS,1956,46.5578795631,-69.0108732098,1210, , 
Mountain Pond,T8 R14 WELS,2989,46.31145366840001,-69.6011072105,1137, , 
Mountain Pond,Rangeley Plt,3540,44.895196819,-70.6445242258,2363, , 
Mountain Pond,Beaver Cove,0432,45.5441776799,-69.4640435096,1694, , 
Mountain Pond,Beddington,4528,44.8509912239,-68.0272163043,602, , 
Mountain Pond,T11 R3 NBPP,7395,45.5667754801,-67.6117238555,558, , 
Mountain Pond #1,Johnson Mountain Twp,0059,45.4809286936,-70.1142539186,2850,Mountain Ponds, 
Mountain Pond #2,Johnson Mountain Twp,0160,45.4787858294,-70.1148243407,2870,Mountain Ponds, 
Mountain View Pond,TA R11 WELS,0488,45.60919264740001,-69.1748663921,1591, , 
Mountainy Pond,Dedham,4292,44.7165653531,-68.5341685132,267,Moutainy Pond (NONE), 
Mousam Lake,Acton,3838,43.5075059225,-70.85876228630001,478, , 
Mower Pond,Corinna,5476,44.9829769141,-69.3212864951,274, , 
Moxie Bog,Bald Mountain Twp T2 R3,7106,45.2301926546,-69.82113564620001,990,missing 24k lake/pond data - this feature is in the rivers layer, 
Moxie Pond,Township D,3585,44.845450308,-70.6857780468,2328,Maxie Pond, 
Moxie Pond,East Moxie Twp,4050,45.3093321482,-69.83646020240001,970, , 
Moxie Pond,The Forks Plt,4050,45.3178109414,-69.84716018340001,970, , 
Mt Zircon Reservoir,Rumford,7614,44.4966602935,-70.5689714896,840, , 
Mud  Lake,T6 R6 WELS,3670,46.16396245,-68.43908974999999,816,Connected to Pleasant Lake, 
Mud Brook Flowage,T2 R8 WELS,9632,45.8117885511,-68.7490514691,520, , 
Mud Gauntlet Deadwater,TB R11 WELS,0470,45.5251059711,-69.0815455556,1365, , 
Mud Greenwood Pond,Willimantic,0866,45.35393122479999,-69.3874047491,661, , 
Mud Lake,Linneus,1044,46.0087499008,-67.94262606620001,535, , 
Mud Lake,T19 ED BPP,1340,44.9656387101,-67.49047278000001,275, , 
Mud Lake,Calais,1420,45.1159754368,-67.23056679770001,180, , 
Mud Lake,T17 R4 WELS,1680,47.15372989800001,-68.2913138095,581, , 
Mud Lake,T4 R3 WELS,1732,46.0326022809,-68.0472723111,619, , 
Mud Lake,Stockholm,1798,47.0832840837,-68.0964657322,771, , 
Mud Lake,Caswell,1866,47.02205694909999,-67.8331993326,810, , 
Mud Lake,Westmanland,5772,46.9303973444,-68.20393699020001,711, , 
Mud Lake,Wallagrass,6392,47.12358851800001,-68.63578660410001,725, , 
Mud Lake,Stockholm,6416,47.0424416249,-68.08937476369999,675, ,Yes - unnamed pond to local name
Mud Lake,Forest City Twp,7399,45.6702986608,-67.72118282060001,425,missing 24k lake/pond data - this feature is in the rivers layer, 
Mud Lake (North),T3 R3 WELS,1688,45.9335174958,-68.1615183672,486,"two ponds shown on 1:24K maps, but are one feature on both 15' maps and on DOQs", 
Mud Lake (South),T3 R3 WELS,1688,45.92703209649999,-68.15200024080001,486,"two ponds shown on 1:24K maps, but are one feature on both 15' maps and on DOQs", 
Mud Pond,T19 R11 WELS,1496,47.3447752042,-69.0999628063,1118, , 
Mud Pond,T13 R8 WELS,1546,46.7702368825,-68.771165381,726, , 
Mud Pond,T13 R7 WELS,1600,46.7779496928,-68.6831572426,863, , 
Mud Pond,Ashland,1652,46.6310917895,-68.36181725980001,730, , 
Mud Pond,Island Falls,1690,45.9626584098,-68.1927651789,458, , 
Mud Pond,Dudley Twp,1710,46.2115233957,-68.098379487,775, , 
Mud Pond,Linneus,1734,46.0391409731,-68.00609182940001,658, , 
Mud Pond,T12 R17 WELS,1874,46.7129588734,-69.89669113620001,1195, , 
Mud Pond,T2 R10 WELS,2066,45.79982902539999,-68.9543389399,555, , 
Mud Pond,Temple,0021,44.7112719468,-70.23309760399999,595, , 
Mud Pond,T6 R8 WELS,2182,46.20216296859999,-68.7113682089,630, , 
Mud Pond,Stetson,2273,44.8286816328,-69.1455693657,224, , 
Mud Pond,Old Town,2278,44.9519442479,-68.7795569621,114,Perch Pond, 
Mud Pond,Township 6 North of Weld,2340,44.8446261915,-70.4875736633,1140, , 
Mud Pond,Tim Pond Twp,2360,45.1652703312,-70.6111535062,2012, , 
Mud Pond,Harmony,0246,45.0046773122,-69.50034349870001,409, , 
Mud Pond,Thorndike Twp,2530,45.7314596723,-70.1252230158,1485, , 
Mud Pond,Hartland,2594,44.8881626946,-69.5088531161,260, , 
Mud Pond,Canaan,2610,44.7591206036,-69.53833021050001,285, , 
Mud Pond,Bald Mountain Twp T4 R3,2618,45.73899180479999,-70.2539715481,1620, , 
Mud Pond,Holeb Twp,2648,45.6127446165,-70.4518358325,1320, , 
Mud Pond,Attean Twp,2696,45.6160832866,-70.3105350693,1173, , 
Mud Pond,T6 R12 WELS,2884,46.1795705741,-69.31370874690001,956, , 
Mud Pond,T4 R12 WELS,2908,45.9626247462,-69.288137478,988, , 
Mud Pond,T9 R15 WELS,2968,46.4034783955,-69.59641301409999,1215, , 
Mud Pond,Sherman,3054,45.8761238469,-68.4051209217,478, , 
Mud Pond,Drew Plt,3092,45.5475730722,-68.1195118693,316, , 
Mud Pond,East Moxie Twp,0318,45.34745891890001,-69.7324791384,1400, , 
Mud Pond,Albany Twp,3208,44.2418619897,-70.7805212111,565, , 
Mud Pond,Moosehead Junction Twp,0330,45.4344791113,-69.69741661170001,1430, , 
Mud Pond,Coburn Gore,3334,45.3796897906,-70.7741792722,1368, , 
Mud Pond,Norway,3430,44.2118655986,-70.6210734841,555, , 
Mud Pond,Greenwood,3486,44.2939191557,-70.6495742841,687, , 
Mud Pond,Rangeley Plt,3538,44.8987714505,-70.6408272593,2430, , 
Mud Pond,Peru,3596,44.4464366548,-70.43372753670001,560, , 
Mud Pond,Turner,3744,44.2199031373,-70.2980900948,305, , 
Mud Pond,Poland,3752,44.070318213,-70.4218024675,307, , 
Mud Pond,Oxford,3756,44.0939057969,-70.45353617310001,303,Mirror Pond, 
Mud Pond,Buckfield,3778,44.2405775863,-70.3145430533,395, , 
Mud Pond,Greenville,0378,45.4352144281,-69.51327394800001,1090, , 
Mud Pond,Sanford,3864,43.3929964875,-70.7530476268,245, , 
Mud Pond,Newfield,3902,43.612920618,-70.8794449399,495, , 
Mud Pond,Beaver Cove,0398,45.5594531517,-69.5241736421,1041, , 
Mud Pond,Lower Cupsuptic Twp,0399,45.0277272527,-70.8171730988,1500, ,Yes - unnamed pond to local name
Mud Pond,Moxie Gore,4056,45.3866315735,-69.91499439720001,941, , 
Mud Pond,Chase Stream Twp,4084,45.445995366,-69.92049071450001,1010, , 
Mud Pond,Bucksport,4314,44.6789019032,-68.72032804609999,169, , 
Mud Pond,T10 SD BPP,4420,44.6338797267,-68.08861067220001,335, , 
Mud Pond,Montville,4914,44.4111310071,-69.3287730169,475, , 
Mud Pond,Beattie Twp,5068,45.523312826,-70.67996430069999,1792, , 
